occupation_group,month,occupation_label,ai_exposure,automation_prone,augmentation_prone,employment_share,source_note,post_chatgpt,high_exposure,treated,base_employment,employment_rate,log_wage
community_social,2022-05-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,0,0,0,0.6729999999999999,0.6671540801834058,10.765275802425688
legal,2022-05-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,0,1,0,0.619,0.614943409326532,10.909678994811387
education,2022-05-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,0,0,0,0.6639999999999999,0.698508757015605,10.818041562164368
arts_media,2022-05-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,0,1,0,0.637,0.6073714296513333,10.861178221914463
healthcare_practitioners,2022-05-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,0,0,0,0.6819999999999999,0.6812961233695021,10.80896013816735
healthcare_support,2022-05-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,0,0,0,0.6639999999999999,0.6997673709326981,10.705676592746144
protective_service,2022-05-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,0,0,0,0.6729999999999999,0.6453235743232191,10.716761750466018
food_prep,2022-05-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,0,0,0,0.655,0.6762002225044533,10.71680888657439
building_grounds,2022-05-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,0,0,0,0.6459999999999999,0.6192377271652287,10.74346779914126
personal_care,2022-05-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,0,0,0,0.6729999999999999,0.686492737163665,10.703875579288992
sales,2022-05-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,0,1,0,0.6279999999999999,0.654620430816061,10.712192678211386
office_admin,2022-05-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),0,1,0,0.601,0.6299401379190346,10.76092966300815
farming,2022-05-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,0,0,0,0.6639999999999999,0.666738504454453,10.5842997249372
construction,2022-05-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,0,0,0,0.655,0.6306170199900635,10.763467934519454
installation,2022-05-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,0,0,0,0.6639999999999999,0.6220423173523321,10.78871161214739
production,2022-05-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,0,0,0,0.619,0.6309469837953289,10.795582967045075
transportation,2022-05-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,0,0,0,0.6279999999999999,0.6074995641762799,10.743461388170957
management,2022-06-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,0,1,0,0.637,0.5858139660927785,10.797662262455152
business_financial,2022-06-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,0,1,0,0.6279999999999999,0.624760851727369,10.76895317922564
computer_math,2022-06-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,0,1,0,0.655,0.6824454312405943,10.792461523503722
architecture_engineering,2022-06-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,0,1,0,0.6459999999999999,0.6514797035263471,10.766288331383324
life_physical_social,2022-06-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,0,1,0,0.655,0.6034268326434894,10.815191101463123
community_social,2022-06-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,0,0,0,0.6729999999999999,0.7222284163825637,10.803594369947529
legal,2022-06-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,0,1,0,0.619,0.6119421111781378,10.848003676621376
education,2022-06-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,0,0,0,0.6639999999999999,0.6489385290354337,10.766348290291807
arts_media,2022-06-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,0,1,0,0.637,0.6304276656636718,10.775708335654791
healthcare_practitioners,2022-06-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,0,0,0,0.6819999999999999,0.6723575500751788,10.79017629191846
healthcare_support,2022-06-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,0,0,0,0.6639999999999999,0.6546064193632221,10.749111539219196
protective_service,2022-06-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,0,0,0,0.6729999999999999,0.6645760571801578,10.685865608038368
food_prep,2022-06-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,0,0,0,0.655,0.6529989593844067,10.693567238021517
building_grounds,2022-06-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,0,0,0,0.6459999999999999,0.6143602834562801,10.713050834201685
personal_care,2022-06-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,0,0,0,0.6729999999999999,0.6385299607344675,10.76425717260061
sales,2022-06-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,0,1,0,0.6279999999999999,0.6227742014062072,10.826507266073385
office_admin,2022-06-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),0,1,0,0.601,0.5911670726508239,10.734480461346632
farming,2022-06-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,0,0,0,0.6639999999999999,0.6771056590641796,10.780612570850458
construction,2022-06-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,0,0,0,0.655,0.6756977694193225,10.816714597721749
installation,2022-06-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,0,0,0,0.6639999999999999,0.67253013808966,10.756582405243481
production,2022-06-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,0,0,0,0.619,0.6163137968095217,10.720391744538128
transportation,2022-06-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,0,0,0,0.6279999999999999,0.6076241735655847,10.771827836285592
management,2022-07-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,0,1,0,0.637,0.5869162035433605,10.786879067066012
business_financial,2022-07-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,0,1,0,0.6279999999999999,0.6686981691345685,10.851748018696744
computer_math,2022-07-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,0,1,0,0.655,0.6542226161120639,10.870506826542433
architecture_engineering,2022-07-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,0,1,0,0.6459999999999999,0.6577126581660747,10.810787807633307
life_physical_social,2022-07-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,0,1,0,0.655,0.663649240307452,10.760444378483868
community_social,2022-07-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,0,0,0,0.6729999999999999,0.6474385034672,10.800493143122525
legal,2022-07-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,0,1,0,0.619,0.6102465227345821,10.803056650805438
education,2022-07-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,0,0,0,0.6639999999999999,0.6715984625122482,10.760469476218983
arts_media,2022-07-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,0,1,0,0.637,0.6169513343812475,10.851896342147144
healthcare_practitioners,2022-07-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,0,0,0,0.6819999999999999,0.6853797349965095,10.803620016772888
healthcare_support,2022-07-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,0,0,0,0.6639999999999999,0.6488583189860165,10.7957731186858
protective_service,2022-07-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,0,0,0,0.6729999999999999,0.6497689335313784,10.779537076315014
food_prep,2022-07-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,0,0,0,0.655,0.6560813342479689,10.76572617823575
building_grounds,2022-07-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,0,0,0,0.6459999999999999,0.6446223522056798,10.769237619738165
personal_care,2022-07-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,0,0,0,0.6729999999999999,0.6543812967857771,10.76303973451215
sales,2022-07-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,0,1,0,0.6279999999999999,0.6403172022040432,10.833661935983006
office_admin,2022-07-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),0,1,0,0.601,0.6011503947999491,10.810028869058202
farming,2022-07-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,0,0,0,0.6639999999999999,0.6479499898289086,10.741281402214916
construction,2022-07-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,0,0,0,0.655,0.6921754591529877,10.693881594695712
installation,2022-07-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,0,0,0,0.6639999999999999,0.6702364445220869,10.666514859070768
production,2022-07-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,0,0,0,0.619,0.6146504353741035,10.72026635569148
transportation,2022-07-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,0,0,0,0.6279999999999999,0.6281511690456522,10.697559868018052
management,2022-08-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,0,1,0,0.637,0.6157456937955528,10.87598030045412
business_financial,2022-08-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,0,1,0,0.6279999999999999,0.6702031240000804,10.829627180438317
computer_math,2022-08-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,0,1,0,0.655,0.6736504460157725,10.78946790146693
architecture_engineering,2022-08-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,0,1,0,0.6459999999999999,0.6560639598702896,10.804608813536174
life_physical_social,2022-08-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,0,1,0,0.655,0.675773747984772,10.76561876422905
community_social,2022-08-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,0,0,0,0.6729999999999999,0.6641122811121315,10.728575270549168
legal,2022-08-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,0,1,0,0.619,0.6020326987200407,10.79414030249965
education,2022-08-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,0,0,0,0.6639999999999999,0.6395416347418025,10.764034518815654
arts_media,2022-08-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,0,1,0,0.637,0.644224569460653,10.768359526024328
healthcare_practitioners,2022-08-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,0,0,0,0.6819999999999999,0.6849416473724784,10.800263111322533
healthcare_support,2022-08-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,0,0,0,0.6639999999999999,0.6656419862681321,10.817156165412225
protective_service,2022-08-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,0,0,0,0.6729999999999999,0.6598483548892602,10.707506468260805
food_prep,2022-08-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,0,0,0,0.655,0.6891968023435796,10.76678629290299
building_grounds,2022-08-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,0,0,0,0.6459999999999999,0.6754914477879759,10.788308585958028
personal_care,2022-08-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,0,0,0,0.6729999999999999,0.6632261648545202,10.726007692935843
sales,2022-08-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,0,1,0,0.6279999999999999,0.6300753221783214,10.77377846926185
office_admin,2022-08-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),0,1,0,0.601,0.6438068478303923,10.775747125820459
farming,2022-08-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,0,0,0,0.6639999999999999,0.6695675124919207,10.706973210237038
construction,2022-08-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,0,0,0,0.655,0.6621559006944291,10.765531970922712
installation,2022-08-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,0,0,0,0.6639999999999999,0.6345966027431932,10.712637771318033
production,2022-08-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,0,0,0,0.619,0.6167234199107698,10.851453428157619
transportation,2022-08-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,0,0,0,0.6279999999999999,0.6370087894807064,10.75190883830073
management,2022-09-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,0,1,0,0.637,0.6681586160244589,10.8068273664826
business_financial,2022-09-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,0,1,0,0.6279999999999999,0.6173202267936887,10.843910306573774
computer_math,2022-09-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,0,1,0,0.655,0.6491200600351552,10.832118811012492
architecture_engineering,2022-09-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,0,1,0,0.6459999999999999,0.6534082584975527,10.820633735664607
life_physical_social,2022-09-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,0,1,0,0.655,0.6822983923674568,10.800741637877726
community_social,2022-09-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,0,0,0,0.6729999999999999,0.654381469992153,10.696011415928577
legal,2022-09-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,0,1,0,0.619,0.6186567667101855,10.871274499874007
education,2022-09-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,0,0,0,0.6639999999999999,0.6294147702840165,10.797346806454952
arts_media,2022-09-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,0,1,0,0.637,0.6209107146661195,10.801461601917707
healthcare_practitioners,2022-09-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,0,0,0,0.6819999999999999,0.6701236636298687,10.715572492145421
healthcare_support,2022-09-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,0,0,0,0.6639999999999999,0.6793811308683133,10.746630028967243
protective_service,2022-09-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,0,0,0,0.6729999999999999,0.6784383281626981,10.859353941415472
food_prep,2022-09-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,0,0,0,0.655,0.6328739174745788,10.759453551799377
building_grounds,2022-09-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,0,0,0,0.6459999999999999,0.6163813947524686,10.701773721308188
personal_care,2022-09-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,0,0,0,0.6729999999999999,0.7089074861735822,10.727464767624692
sales,2022-09-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,0,1,0,0.6279999999999999,0.6239185659007147,10.89093971789559
office_admin,2022-09-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),0,1,0,0.601,0.6317020337039472,10.832056520993902
farming,2022-09-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,0,0,0,0.6639999999999999,0.6637776913228989,10.682643263465527
construction,2022-09-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,0,0,0,0.655,0.63778109459148,10.671946158835324
installation,2022-09-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,0,0,0,0.6639999999999999,0.6498475414464991,10.805636115703415
production,2022-09-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,0,0,0,0.619,0.6099945494704598,10.851586491256445
transportation,2022-09-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,0,0,0,0.6279999999999999,0.6152466806016085,10.757261772630024
management,2022-10-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,0,1,0,0.637,0.615511016571857,10.798774986136593
business_financial,2022-10-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,0,1,0,0.6279999999999999,0.6384820020511004,10.862147763820616
computer_math,2022-10-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,0,1,0,0.655,0.6234841624542147,10.838249354651442
architecture_engineering,2022-10-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,0,1,0,0.6459999999999999,0.6453388101272785,10.766100114516753
life_physical_social,2022-10-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,0,1,0,0.655,0.7089213840333674,10.760057519888939
community_social,2022-10-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,0,0,0,0.6729999999999999,0.6942113558462908,10.791089122648572
legal,2022-10-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,0,1,0,0.619,0.6232093133438419,10.817747945463005
education,2022-10-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,0,0,0,0.6639999999999999,0.6708998641694558,10.694623680664847
arts_media,2022-10-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,0,1,0,0.637,0.6413781505255762,10.834849638989391
healthcare_practitioners,2022-10-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,0,0,0,0.6819999999999999,0.6886838520606451,10.777582888833729
healthcare_support,2022-10-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,0,0,0,0.6639999999999999,0.6675350252792445,10.770776826794542
protective_service,2022-10-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,0,0,0,0.6729999999999999,0.6268430193217472,10.72019061808548
food_prep,2022-10-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,0,0,0,0.655,0.6453962274831929,10.693144156834911
building_grounds,2022-10-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,0,0,0,0.6459999999999999,0.6453055419832653,10.665084437485348
personal_care,2022-10-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,0,0,0,0.6729999999999999,0.674326149213585,10.734206653103916
sales,2022-10-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,0,1,0,0.6279999999999999,0.6324931120147157,10.730728845469045
office_admin,2022-10-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),0,1,0,0.601,0.5851416235327124,10.854590642058238
farming,2022-10-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,0,0,0,0.6639999999999999,0.6634526873228201,10.732196358239829
construction,2022-10-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,0,0,0,0.655,0.6699891561899662,10.705000721427686
installation,2022-10-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,0,0,0,0.6639999999999999,0.6504816729267888,10.838305459453624
production,2022-10-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,0,0,0,0.619,0.6161696332350218,10.703333362601729
transportation,2022-10-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,0,0,0,0.6279999999999999,0.6744814519237329,10.741188990154502
management,2022-11-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6428584303534121,10.78788710493145
business_financial,2022-11-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6049081697685601,10.709775428150888
computer_math,2022-11-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6546356246951629,10.840357714288281
architecture_engineering,2022-11-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6785924286897164,10.881254040157545
life_physical_social,2022-11-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6534141690609407,10.772577132114256
community_social,2022-11-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6587678306191541,10.854124319270378
legal,2022-11-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6122477255112914,10.77354876631247
education,2022-11-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6773590752150668,10.787388581522137
arts_media,2022-11-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6404833554643807,10.787424707947324
healthcare_practitioners,2022-11-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.7023045151421519,10.723755566986146
healthcare_support,2022-11-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6241955781055053,10.705626258585317
protective_service,2022-11-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.67985077673081,10.76451093072308
food_prep,2022-11-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6630594883072981,10.801552329339211
building_grounds,2022-11-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6898592223650566,10.799420437030022
personal_care,2022-11-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6751592330119269,10.805457668886673
sales,2022-11-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.5979146715206526,10.694146343448214
office_admin,2022-11-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5825994669096075,10.751362727501357
farming,2022-11-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6659153337817405,10.79842197340564
construction,2022-11-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6358953642281231,10.69077348542068
installation,2022-11-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6286908163827654,10.726506791560427
production,2022-11-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.652027007055343,10.77818812067183
transportation,2022-11-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6417746737766999,10.68466221457542
management,2022-12-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6412862091854004,10.879308266492249
business_financial,2022-12-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6279928928302377,10.88090031174354
computer_math,2022-12-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.66571355351146,10.898174882478516
architecture_engineering,2022-12-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6757370151184655,10.79927930112567
life_physical_social,2022-12-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6808018978274245,10.754424099713326
community_social,2022-12-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6804962075582068,10.737095517256702
legal,2022-12-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.575199362383904,10.807376981783545
education,2022-12-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6570925307473213,10.815641461690149
arts_media,2022-12-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6620964741404471,10.867018581358142
healthcare_practitioners,2022-12-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6533960399327998,10.730199264433683
healthcare_support,2022-12-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6797739923893864,10.7213086202775
protective_service,2022-12-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6661165079892336,10.820894354140345
food_prep,2022-12-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6134598624043496,10.736858151657295
building_grounds,2022-12-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6500361037761356,10.72736934376171
personal_care,2022-12-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.7005943618097759,10.782926417234274
sales,2022-12-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6117957498166607,10.730265103927863
office_admin,2022-12-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6091784511583191,10.776570888357387
farming,2022-12-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6377515290557433,10.801695015364631
construction,2022-12-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6760698764342881,10.668895109536514
installation,2022-12-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6280508590364569,10.700244229035556
production,2022-12-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6304660666863198,10.860442943647776
transportation,2022-12-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6215489588658556,10.677976339050018
management,2023-01-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6560513140436557,10.827530946010588
business_financial,2023-01-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.5885876591774903,10.728127887141857
computer_math,2023-01-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.661201699406303,10.786941073986592
architecture_engineering,2023-01-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6570506158478707,10.73076847533823
life_physical_social,2023-01-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6559286472889354,10.818400159597042
community_social,2023-01-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.679443666919595,10.746598316744048
legal,2023-01-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.608193838785186,10.77804651908551
education,2023-01-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6671254505210589,10.77154964781571
